locus_tag	sysName	scaffoldId	begin	end	strand	type	desc
Atu0579	Atu0579	NC_003062	563639	564112	+	1	hook formation protein
Atu0580	Atu0580	NC_003062	564158	564424	+	1	flagellar biosynthetic protein
Atu0581	Atu0581	NC_003062	564582	566669	+	1	flagellar biosynthesis protein
Atu0582	Atu0582	NC_003062	566699	567421	+	1	flagellar biosynthetic protein FLIR
Atu0583	Atu0583	NC_003062	567437	567856	+	1	hypothetical protein
Atu0584	Atu0584	NC_003062	567999	568526	+	1	hypothetical protein
Atu0585	Atu0585	NC_003062	568556	568924	+	1	hypothetical protein
Atu8132	Atu8132	NC_003062	568924	569457	+	1	hypothetical protein
Atu0587	Atu0587	NC_003062	569641	570315	+	1	teichoic acid biosynthesis protein
Atu0588	Atu0588	NC_003062	570443	572206	+	1	hypothetical protein
Atu0589	Atu0589	NC_003062	572284	573183	+	1	methylenetetrahydrofolate dehydrogenase
Atu0590	Atu0590	NC_003062	573201	574226	-	1	transcriptional regulator repressor
Atu0591	Atu0591	NC_003062	574504	575865	+	1	ABC transporter, substrate binding protein (alpha-glucoside)
Atu0592	Atu0592	NC_003062	576114	577034	+	1	ABC transporter, membrane spanning protein
Atu0593	Atu0593	NC_003062	577036	578196	+	1	ABC transporter, membrane spanning protein
Atu0594	Atu0594	NC_003062	578234	579889	+	1	alpha-glucosidase
Atu0595	Atu0595	NC_003062	579911	580999	+	1	ABC transporter, nucleotide binding/ATPase protein
Atu8133	Atu8133	NC_003062	581170	581589	+	1	hypothetical protein
Atu0597	Atu0597	NC_003062	581615	582976	-	1	hypothetical protein
Atu0598	Atu0598	NC_003062	583195	585015	-	1	phosphogluconate dehydratase
Atu0599	Atu0599	NC_003062	585140	585838	-	1	6-phosphogluconolactonase
Atu0600	Atu0600	NC_003062	585849	587324	-	1	glucose-6-phosphate 1-dehydrogenase
Atu0601	Atu0601	NC_003062	587461	588747	-	1	oxidoreductase
Atu0602	Atu0602	NC_003062	588760	590199	-	1	glutamine synthetase
Atu0603	Atu0603	NC_003062	590323	591507	+	1	hypothetical protein
Atu0604	Atu0604	NC_003062	591618	591965	-	1	hypothetical protein
Atu0605	Atu0605	NC_003062	592053	592925	+	1	transcriptional regulator, LysR family
Atu0606	Atu0606	NC_003062	592941	593198	-	1	hypothetical protein
Atu0607	Atu0607	NC_003062	593283	594572	-	1	isocitrate lyase
Atu0608	Atu0608	NC_003062	594823	596238	+	1	transcriptional regulator
Atu0609	Atu0609	NC_003062	596390	597487	+	1	ABC transporter, substrate binding protein (putrescine)
Atu0610	Atu0610	NC_003062	597569	598726	+	1	ABC transporter, nucleotide binding/ATPase protein
Atu0611	Atu0611	NC_003062	598738	599646	+	1	ABC transporter, membrane spanning protein
Atu0612	Atu0612	NC_003062	599651	600463	+	1	ABC transporter, membrane spanning protein
Atu0613	Atu0613	NC_003062	600771	602351	-	1	ABC transporter, membrane spanning protein
Atu0614	Atu0614	NC_003062	602711	606538	-	1	two component sensor kinase
Atu0616	Atu0616	NC_003062	606856	606932	+	5	tRNA-His
Atu0619	Atu0619	NC_003062	607141	608841	+	1	exopolyphosphatase
Atu0620	Atu0620	NC_003062	608838	609578	+	1	cell division protein
Atu0621	Atu0621	NC_003062	609579	610976	-	1	MFS permease
Atu0622	Atu0622	NC_003062	611204	612187	+	1	metallo-beta-lactamase superfamily protein
Atu0623	Atu0623	NC_003062	612258	612416	+	1	hypothetical protein
Atu0624	Atu0624	NC_003062	612499	613872	+	1	inosine-5`-monophosphate dehydrogenase
Atu8134	Atu8134	NC_003062	613968	614387	+	1	hypothetical protein
Atu0626	Atu0626	NC_003062	614537	615565	+	1	alcohol dehydrogenase
Atu0627	Atu0627	NC_003062	615684	616559	+	1	carboxymethylenebutenolidase
Atu0628	Atu0628	NC_003062	616678	618033	-	1	two component sensor kinase
Atu0629	Atu0629	NC_003062	618020	618697	-	1	two component response regulator
Atu0630	Atu0630	NC_003062	618896	619165	+	1	hypothetical protein
Atu0631	Atu0631	NC_003062	619257	619826	-	1	molybdenum cofactor biosynthesis protein B
Atu0632	Atu0632	NC_003062	619823	620722	-	1	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
Atu0633	Atu0633	NC_003062	620729	622573	-	1	hypothetical protein
Atu0634	Atu0634	NC_003062	622765	623781	-	1	octaprenyl-diphosphate synthase
Atu0635	Atu0635	NC_003062	623826	624122	+	1	hypothetical protein
Atu0636	Atu0636	NC_003062	624219	624929	+	1	hypothetical protein
Atu0637	Atu0637	NC_003062	625105	625887	+	1	proteinase sohB
Atu0638	Atu0638	NC_003062	625908	626102	+	1	hypothetical protein
Atu0639	Atu0639	NC_003062	626233	627165	+	1	glycyl-tRNA synthetase, alpha subunit
Atu0640	Atu0640	NC_003062	627263	627580	+	1	hypothetical protein
Atu0641	Atu0641	NC_003062	627774	628325	+	1	hypothetical protein
Atu0642	Atu0642	NC_003062	628400	629677	+	1	3-phosphoshikimate 1-carboxyvinyltransferase
Atu0643	Atu0643	NC_003062	629700	631637	+	1	hypothetical protein
Atu0644	Atu0644	NC_003062	631738	633891	+	1	glycyl-tRNA synthetase, beta chain
Atu0645	Atu0645	NC_003062	634124	634618	+	1	hypothetical protein
Atu0646	Atu0646	NC_003062	634672	636495	-	1	methyl-accepting chemotaxis protein A
Atu8084	Atu8084	NC_003062	636820	637329	-	1	hypothetical protein
Atu0647	Atu0647	NC_003062	637485	638756	-	1	phosphoribosylamine--glycine ligase
Atu0648	Atu0648	NC_003062	638958	641282	+	1	hypothetical protein
Atu0649	Atu0649	NC_003062	641451	642707	+	1	cyclopropane-fatty-acyl-phospholipid synthase
Atu0650	Atu0650	NC_003062	642860	643660	+	1	hypothetical protein
Atu0651	Atu0651	NC_003062	643780	644733	+	1	4-hydroxybenzoate octaprenyltransferase
Atu0652	Atu0652	NC_003062	644810	645376	-	1	hypothetical protein
Atu0653	Atu0653	NC_003062	645744	648182	+	1	hypothetical protein
Atu0654	Atu0654	NC_003062	648223	649173	-	1	transcriptional regulator, LysR family
Atu8135	Atu8135	NC_003062	649376	649669	+	1	hypothetical protein
Atu0656	Atu0656	NC_003062	649842	651215	-	1	glutamate-cysteine ligase
Atu0657	Atu0657	NC_003062	651334	652053	-	1	hypothetical protein
Atu0658	Atu0658	NC_003062	652090	653595	-	1	phosphate permease
Atu0659	Atu0659	NC_003062	653758	654237	-	1	NTP pyrophosphohydrolase, MutT family
Atu0660	Atu0660	NC_003062	654495	655241	-	1	hydrolase
Atu0661	Atu0661	NC_003062	655238	656575	-	1	glycosyltransferase
Atu0662	Atu0662	NC_003062	656688	657461	-	1	transcriptional regulator, GntR family
Atu0663	Atu0663	NC_003062	657753	659027	+	1	hypothetical protein
Atu0664	Atu0664	NC_003062	659193	660092	-	1	transcriptional regulator, LysR family
Atu0665	Atu0665	NC_003062	660204	661637	+	1	glycolate oxidase subunit
Atu0666	Atu0666	NC_003062	661873	663075	+	1	glycolate oxidase subunit
Atu0667	Atu0667	NC_003062	663091	664392	+	1	glycolate oxidase iron-sulfur subunit
Atu0668	Atu0668	NC_003062	664389	665048	-	1	hypothetical protein
Atu0669	Atu0669	NC_003062	665308	666084	-	1	hypothetical protein
Atu0670	Atu0670	NC_003062	666323	666952	+	1	3-methyladenine-DNA glycosylase
Atu8085	Atu8085	NC_003062	666949	667392	+	1	hypothetical protein
Atu0671	Atu0671	NC_003062	667418	668335	-	1	hypothetical protein
Atu0672	Atu0672	NC_003062	668543	669460	+	1	transcriptional regulator, LysR family
Atu0673	Atu0673	NC_003062	669486	670250	-	1	hypothetical protein
Atu0674	Atu0674	NC_003062	670257	670526	-	1	hypothetical protein
Atu0675	Atu0675	NC_003062	670510	670737	-	1	hypothetical protein
Atu0676	Atu0676	NC_003062	670894	672417	+	1	histidyl-tRNA synthetase
Atu0677	Atu0677	NC_003062	672422	672790	+	1	hypothetical protein
Atu0678	Atu0678	NC_003062	672807	673934	+	1	histidyl-tRNA synthetase
Atu0679	Atu0679	NC_003062	673931	674623	+	1	ATP phosphoribosyltransferase
Atu0680	Atu0680	NC_003062	674688	675179	-	1	hypothetical protein
Atu0681	Atu0681	NC_003062	675290	675724	-	1	hypothetical protein
Atu8056	Atu8056	NC_003062	675933	676265	-	1	hypothetical protein
Atu0682	Atu0682	NC_003062	676328	677962	-	1	GroEL chaperonin
Atu0683	Atu0683	NC_003062	678038	678334	-	1	co-chaperonin GroES
Atu0684	Atu0684	NC_003062	678704	679552	+	1	hypothetical protein
Atu0685	Atu0685	NC_003062	679610	680590	+	1	riboflavin biosynthesis bifunctional protein
Atu0686	Atu0686	NC_003062	680863	683766	+	1	isoleucyl-tRNA synthetase
Atu0687	Atu0687	NC_003062	683918	684547	+	1	hypothetical protein
Atu0688	Atu0688	NC_003062	684602	685060	-	1	cytidine and deoxycytidylate deaminase
Atu0689	Atu0689	NC_003062	685132	687141	+	1	ribosomal large subunit pseudouridine synthase B
Atu0690	Atu0690	NC_003062	687122	687679	+	1	hypothetical protein
Atu0691	Atu0691	NC_003062	687766	688692	+	1	hypothetical protein
Atu8111	Atu8111	NC_003062	688648	688961	+	5	tRNA-Arg
Atu0692	Atu0692	NC_003062	688740	690572	-	1	glutathione-regulated potassium-efflux system protein
Atu0693	Atu0693	NC_003062	690689	692035	+	1	PmbA/TldD related protein
Atu0694	Atu0694	NC_003062	692129	692935	+	1	inositol monophosphatase family protein
Atu8086	Atu8086	NC_003062	692997	693236	+	1	hypothetical protein
Atu0695	Atu0695	NC_003062	693451	694773	+	1	3-deoxy-D-manno-octulosonic acid transferase-like protein
Atu0696	Atu0696	NC_003062	694767	695504	+	1	phosphatase
Atu0697	Atu0697	NC_003062	695709	696755	+	1	tetraacyldisaccharide 4'-kinase
Atu0698	Atu0698	NC_003062	696752	696985	-	1	hypothetical protein
Atu0699	Atu0699	NC_003062	697138	698958	-	1	DNA mismatch repair protein MutL
Atu0700	Atu0700	NC_003062	699319	700986	+	1	two component sensor kinase
Atu0701	Atu0701	NC_003062	701073	702425	+	1	GGDEF family protein
Atu0702	Atu0702	NC_003062	702702	703589	-	1	calcium-binding protein, regucalcin
Atu0703	Atu0703	NC_003062	703594	704223	-	1	keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase
Atu0704	Atu0704	NC_003062	704239	705153	-	1	2-dehydro-3-deoxygalactonate kinase
Atu0705	Atu0705	NC_003062	705153	705926	-	1	3-oxoacyl-(acyl carrier protein) reductase
Atu0706	Atu0706	NC_003062	706036	706875	+	1	transcriptional regulator, IclR family
Atu0707	Atu0707	NC_003062	707221	707826	+	1	transcriptional regulator, LuxR family
Atu0708	Atu0708	NC_003062	707905	709128	+	1	ABC transporter, nucleotide binding/ATPase protein
Atu0709	Atu0709	NC_003062	709245	710411	+	1	mrp protein
Atu0710	Atu0710	NC_003062	710699	711727	+	1	magnesium/cobalt transport protein
Atu0711	Atu0711	NC_003062	711743	713662	+	1	potassium uptake protein
Atu0712	Atu0712	NC_003062	714005	715186	+	1	hypothetical protein
Atu0713	Atu0713	NC_003062	715457	715822	+	1	ATP synthase, subunit I
Atu0714	Atu0714	NC_003062	715883	716632	+	1	ATP synthase A chain
Atu0715	Atu0715	NC_003062	716706	716933	+	1	ATP synthase epsilon chain
Atu0716	Atu0716	NC_003062	717013	717654	+	1	ATP synthase B
Atu0717	Atu0717	NC_003062	717656	718141	+	1	ATP synthase B chain
Atu0718	Atu0718	NC_003062	718423	718884	+	1	hypothetical protein
Atu0719	Atu0719	NC_003062	719044	719679	+	1	transacetylase
Atu0720	Atu0720	NC_003062	719744	720397	-	1	ribonuclease HII
Atu0721	Atu0721	NC_003062	720729	721838	-	1	hypothetical protein
Atu0722	Atu0722	NC_003062	722175	722693	+	1	hypothetical protein
Atu0723	Atu0723	NC_003062	722705	724141	-	1	FAD dependent oxidoreductase
Atu0724	Atu0724	NC_003062	724192	725169	-	1	hypothetical protein
Atu0725	Atu0725	NC_003062	725233	725844	-	1	hypothetical protein
Atu0726	Atu0726	NC_003062	726173	727417	+	1	ring hydroxylating dioxygenase, alpha-subunit
Atu0727	Atu0727	NC_003062	727575	728507	+	1	ferredoxin I
Atu0728	Atu0728	NC_003062	728682	729143	+	1	hypothetical protein
Atu0730	Atu0730	NC_003062	729366	729890	+	1	hypothetical protein
Atu0731	Atu0731	NC_003062	729951	730946	-	1	divalent cation transporter
Atu0732	Atu0732	NC_003062	731156	732940	+	1	acyl-CoA dehydrogenase
Atu0733	Atu0733	NC_003062	732951	733709	+	1	enoyl-CoA hydratase/isomerase
Atu0734	Atu0734	NC_003062	733758	734114	+	1	hypothetical protein
Atu0735	Atu0735	NC_003062	734323	735573	-	1	RNA methyltransferase
Atu0736	Atu0736	NC_003062	735570	736322	-	1	hemolysin
Atu0738	Atu0738	NC_003062	736601	738622	+	1	chemotaxis methyl-accepting protein
Atu0739	Atu0739	NC_003062	738692	739654	-	1	hypothetical protein
Atu0740	Atu0740	NC_003062	739774	740226	+	1	transcriptional regulator, AsnC family
Atu0741	Atu0741	NC_003062	740265	740648	+	1	hypothetical protein
Atu0742	Atu0742	NC_003062	740691	741062	+	1	hypothetical protein
Atu8012	Atu8012	NC_003062	741116	741337	-	1	hypothetical protein
Atu0743	Atu0743	NC_003062	741430	742224	-	1	hypothetical protein
Atu0744	Atu0744	NC_003062	742332	742694	+	1	hypothetical protein
Atu0745	Atu0745	NC_003062	742737	744656	-	1	1-deoxy-D-xylulose-5-phosphate synthase
Atu0746	Atu0746	NC_003062	744746	745669	-	1	hypothetical protein
Atu0747	Atu0747	NC_003062	745930	746184	-	1	exodeoxyribonuclease small subunit
Atu0748	Atu0748	NC_003062	746187	747122	-	1	deacetylase
Atu0749	Atu0749	NC_003062	747148	747711	-	1	biotin synthesis BioY protein
Atu0750	Atu0750	NC_003062	747717	748349	-	1	ABC transporter, membrane spanning protein
Atu0751	Atu0751	NC_003062	748346	749026	-	1	ABC transporter, nucleotide binding/ATPase protein (cobalt)
Atu0752	Atu0752	NC_003062	749139	750335	+	1	hypothetical protein
Atu0753	Atu0753	NC_003062	750516	751616	-	1	3,4-dihydroxy-2-butanone-4-phoshate synthase/GTP cyclohydrolase II
Atu0754	Atu0754	NC_003062	751629	752726	-	1	chorismate synthase
Atu0755	Atu0755	NC_003062	753122	753424	+	1	hypothetical protein
Atu0756	Atu0756	NC_003062	753588	754178	-	1	phosphoglycerate mutase
Atu0757	Atu0757	NC_003062	754209	755027	-	1	enoyl-(acyl-carrier-protein) reductase
Atu0758	Atu0758	NC_003062	755159	756274	-	1	molecular chaperone, DnaJ family
Atu0759	Atu0759	NC_003062	756484	756933	-	1	hypothetical protein
Atu0760	Atu0760	NC_003062	756990	757610	+	1	pyridoxamine 5'-phosphate oxidase
Atu0761	Atu0761	NC_003062	757641	758360	-	1	hypothetical protein
Atu0762	Atu0762	NC_003062	758574	758882	+	1	hypothetical protein
Atu0763	Atu0763	NC_003062	758871	759545	-	1	hydrolase
Atu0764	Atu0764	NC_003062	759552	759989	-	1	hypothetical protein
Atu0765	Atu0765	NC_003062	760182	761597	-	1	TldD
Atu0766	Atu0766	NC_003062	761679	762203	-	1	invasion associated locus B
Atu0767	Atu0767	NC_003062	762636	763499	+	1	cytochrome c oxidase subunit II
Atu0768	Atu0768	NC_003062	763517	765226	+	1	cytochrome-c oxidase chain I
Atu0769	Atu0769	NC_003062	765616	766569	+	1	protoheme IX farnesyltransferase
Atu8013	Atu8013	NC_003062	766569	766700	+	1	hypothetical protein
Atu0770	Atu0770	NC_003062	766729	767346	+	1	cytochrome C oxidase assembly protein
Atu0771	Atu0771	NC_003062	767408	768283	+	1	cytochrome c oxidase subunit III
Atu0772	Atu0772	NC_003062	768545	768931	+	1	hypothetical protein
Atu0773	Atu0773	NC_003062	768942	769676	+	1	surfeit 1
Atu0774	Atu0774	NC_003062	769735	770781	+	1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
Atu0775	Atu0775	NC_003062	770874	771842	+	1	homoserine kinase
Atu0776	Atu0776	NC_003062	771839	772279	+	1	ribonuclease H
Atu0777	Atu0777	NC_003062	772456	772764	+	1	hypothetical protein
Atu0778	Atu0778	NC_003062	772779	775319	-	1	hypothetical protein
Atu0779	Atu0779	NC_003062	775662	776147	-	1	peroxiredoxin
Atu0780	Atu0780	NC_003062	776248	777096	-	1	hypothetical protein
Atu0781	Atu0781	NC_003062	777258	777863	+	1	hypothetical protein
Atu0782	Atu0782	NC_003062	777970	778161	+	1	hypothetical protein
Atu0783	Atu0783	NC_003062	778210	779415	+	1	hypothetical protein
Atu0784	Atu0784	NC_003062	779594	782509	-	1	hypothetical protein
Atu0785	Atu0785	NC_003062	782506	783105	-	1	ribosomal-protein (S5)-alanine N-acetyltransferase
Atu0786	Atu0786	NC_003062	783199	784497	-	1	peptidase, family M16
Atu0787	Atu0787	NC_003062	784519	786090	-	1	threonine synthase
Atu0788	Atu0788	NC_003062	786159	786731	+	1	hypothetical protein
Atu0789	Atu0789	NC_003062	786944	787129	-	1	hypothetical protein
Atu0790	Atu0790	NC_003062	787140	787829	-	1	hypothetical protein
Atu0791	Atu0791	NC_003062	788044	788724	+	1	transcriptional regulator, GntR family
Atu0792	Atu0792	NC_003062	788770	789234	+	1	hypothetical protein
Atu8136	Atu8136	NC_003062	789418	790518	-	1	hypothetical protein
Atu0794	Atu0794	NC_003062	790755	791900	+	1	cell cycle regulated site-specific DNA-methyltransferase protein
Atu0795	Atu0795	NC_003062	792052	792285	-	1	hypothetical protein
Atu0796	Atu0796	NC_003062	792337	793092	-	1	putative peptidase
Atu0797	Atu0797	NC_003062	793141	793752	-	1	hydrolase
Atu0798	Atu0798	NC_003062	793749	794852	-	1	A/G-specific adenine glycosylase
Atu8137	Atu8137	NC_003062	794951	795478	+	1	hypothetical protein
Atu0800	Atu0800	NC_003062	795607	796287	+	1	hypothetical protein
Atu0801	Atu0801	NC_003062	796372	799839	+	1	chromosome segregation protein
Atu0802	Atu0802	NC_003062	800273	801244	-	1	hypothetical protein
Atu0803	Atu0803	NC_003062	801471	804197	+	1	pyruvate,orthophosphate dikinase
Atu0804	Atu0804	NC_003062	805152	806516	-	1	proton/glutamate transport protein
Atu0805	Atu0805	NC_003062	806549	807022	+	1	hypothetical protein
Atu0806	Atu0806	NC_003062	807277	808197	+	1	hypothetical protein
Atu0807	Atu0807	NC_003062	808376	809284	-	1	metallo-beta-lactamase superfamily protein
Atu0808	Atu0808	NC_003062	809488	809562	+	5	tRNA-Gln
Atu0809	Atu0809	NC_003062	809575	809886	-	1	hypothetical protein
Atu0810	Atu0810	NC_003062	809876	810157	-	1	hypothetical protein
Atu0811	Atu0811	NC_003062	810350	811984	-	1	malate:quinone oxidoreductase
Atu0812	Atu0812	NC_003062	812192	812401	+	1	hypothetical protein
Atu0813	Atu0813	NC_003062	812454	812876	-	1	hypothetical protein
Atu0814	Atu0814	NC_003062	813141	813217	+	5	tRNA-Pro
Atu0815	Atu0815	NC_003062	813644	813805	+	1	hypothetical protein
Atu0816	Atu0816	NC_003062	814027	815511	-	1	sulfate adenylate transferase, subunit 1
Atu0817	Atu0817	NC_003062	815511	816464	-	1	sulfate adenylate transferase, subunit 2
Atu0818	Atu0818	NC_003062	816493	817254	-	1	phosphoadenosine phosphosulfate reductase
Atu0819	Atu0819	NC_003062	817480	817920	+	1	hypothetical protein
Atu0820	Atu0820	NC_003062	818166	819191	+	1	ABC transporter, substrate binding protein (sulfate)
Atu0821	Atu0821	NC_003062	819388	820245	+	1	ABC transporter, membrane spanning protein
Atu0822	Atu0822	NC_003062	820238	821110	+	1	ABC transporter, membrane spanning protein
Atu0823	Atu0823	NC_003062	821122	822162	+	1	ABC transporter, nucleotide binding/ATPase protein
Atu0824	Atu0824	NC_003062	822482	822823	-	1	hypothetical protein
Atu0825	Atu0825	NC_003062	822932	823915	-	1	quinone oxidoreductase
Atu0826	Atu0826	NC_003062	824034	825845	-	1	hypothetical protein
Atu0827	Atu0827	NC_003062	826018	826254	-	1	hypothetical protein
Atu0828	Atu0828	NC_003062	826620	827240	+	1	transcriptional regulator BetI
Atu0829	Atu0829	NC_003062	827252	828733	+	1	betaine aldehyde dehydrogenase
Atu0830	Atu0830	NC_003062	828964	830613	+	1	choline dehydrogenase
Atu8138	Atu8138	NC_003062	830913	831188	-	1	hypothetical protein
Atu0832	Atu0832	NC_003062	831362	832678	+	1	chloride channel protein
Atu8139	Atu8139	NC_003062	832683	833480	-	1	hypothetical protein
Atu0834	Atu0834	NC_003062	833509	834507	+	1	hypothetical protein
Atu0835	Atu0835	NC_003062	834645	835265	+	1	glutathione S-transferase
Atu0836	Atu0836	NC_003062	835495	836154	-	1	Glutathione-S-transferase
Atu0837	Atu0837	NC_003062	836239	836754	-	1	transcriptional regulator, MarR family
Atu0838	Atu0838	NC_003062	836902	838425	+	1	MFS permease
Atu0839	Atu0839	NC_003062	838736	839731	+	1	hypothetical protein
Atu0840	Atu0840	NC_003062	839733	841358	+	1	ATP-dependent DNA ligase
Atu0841	Atu0841	NC_003062	841513	842478	+	1	hypothetical protein
Atu0842	Atu0842	NC_003062	842516	843304	-	1	hypothetical protein
Atu0843	Atu0843	NC_003062	843468	846185	-	1	P type cation (metal) transporter, ATPase component
Atu0844	Atu0844	NC_003062	846354	847262	+	1	hypothetical protein
Atu0845	Atu0845	NC_003062	847373	848146	+	1	hypothetical protein
Atu0846	Atu0846	NC_003062	848202	848660	-	1	transcriptional regulator, MarR family
Atu0847	Atu0847	NC_003062	848853	849275	+	1	organic hydroperoxide resistance protein
Atu0848	Atu0848	NC_003062	849385	849768	+	1	hypothetical protein
Atu0849	Atu0849	NC_003062	849830	850489	+	1	hypothetical protein
Atu0850	Atu0850	NC_003062	850513	851874	-	1	ABC transporter, nucleotide binding/ATPase protein
Atu0851	Atu0851	NC_003062	852456	852878	-	1	hypothetical protein
Atu0852	Atu0852	NC_003062	852964	853410	-	1	transcriptional regulator, MarR family
Atu0853	Atu0853	NC_003062	853560	854288	+	1	hypothetical protein
Atu0854	Atu0854	NC_003062	854313	854807	+	1	hypothetical protein
Atu0855	Atu0855	NC_003062	854905	855684	+	1	hypothetical protein
Atu0856	Atu0856	NC_003062	855732	856496	-	1	transcriptional regulator, LysR family
Atu0857	Atu0857	NC_003062	856749	857471	+	1	oxidoreductase
Atu0858	Atu0858	NC_003062	857425	857958	+	1	putative carboxymuconolactone decarboxylase
Atu0859	Atu0859	NC_003062	857955	858305	+	1	hypothetical protein
Atu0860	Atu0860	NC_003062	858363	859925	-	1	hypothetical protein
Atu0861	Atu0861	NC_003062	859966	860151	-	1	hypothetical protein
Atu0862	Atu0862	NC_003062	860240	860635	+	1	hypothetical protein
Atu0863	Atu0863	NC_003062	860643	861074	-	1	hypothetical protein
Atu0864	Atu0864	NC_003062	861178	861936	+	1	oxidoreductase
Atu0865	Atu0865	NC_003062	862009	862815	+	1	transcriptional regulator, AraC family
Atu0866	Atu0866	NC_003062	863160	863771	+	1	RhtB family transporter
Atu0867	Atu0867	NC_003062	863796	864623	-	1	aldo/keto reductase
Atu0868	Atu0868	NC_003062	864882	865589	+	1	hypothetical protein
Atu0869	Atu0869	NC_003062	865638	866006	+	1	hypothetical protein
Atu0870	Atu0870	NC_003062	866012	866782	-	1	trans-aconitate methyltransferase
Atu0871	Atu0871	NC_003062	867117	867998	+	1	branched-chain-amino-acid aminotransferase
Atu0872	Atu0872	NC_003062	868168	870525	+	1	methyl-accepting chemotaxis protein
Atu0873	Atu0873	NC_003062	870752	871639	-	1	transcriptional regulator, LysR family
Atu0874	Atu0874	NC_003062	871736	872278	+	1	acetyltransferase
Atu0875	Atu0875	NC_003062	872284	872763	-	1	hypothetical protein
Atu0876	Atu0876	NC_003062	872849	873451	+	1	superoxide dismutase
Atu0877	Atu0877	NC_003062	873564	874415	+	1	hypothetical protein
Atu0878	Atu0878	NC_003062	874407	875138	-	1	hypothetical protein
Atu0879	Atu0879	NC_003062	875273	875917	+	1	RhtB family transporter
Atu0881	Atu0881	NC_003062	876145	876552	+	1	cytochrome C-556
Atu0882	Atu0882	NC_003062	876640	877560	+	1	hypothetical protein
Atu0883	Atu0883	NC_003062	878016	878198	+	1	hypothetical protein
Atu0884	Atu0884	NC_003062	878210	878920	+	1	hypothetical protein
Atu0885	Atu0885	NC_003062	878925	879239	+	1	hypothetical protein
Atu0886	Atu0886	NC_003062	879344	879910	-	1	hypothetical protein
Atu0887	Atu0887	NC_003062	879932	880420	-	1	acetyltransferase
Atu0888	Atu0888	NC_003062	880625	881038	-	1	transcriptional regulator, MerR family
Atu0889	Atu0889	NC_003062	881070	881483	+	1	hypothetical protein
Atu0890	Atu0890	NC_003062	881576	881848	+	1	hypothetical protein
Atu0891	Atu0891	NC_003062	881927	882934	+	1	cation efflux system protein
Atu0892	Atu0892	NC_003062	882945	883232	-	1	hypothetical protein
Atu0893	Atu0893	NC_003062	883625	884722	-	1	ABC transporter, nucleotide binding/ATPase protein
Atu0894	Atu0894	NC_003062	884715	885623	-	1	ABC transporter, membrane spanning protein
Atu0895	Atu0895	NC_003062	885865	886875	-	1	ABC transporter, substrate binding protein
Atu0896	Atu0896	NC_003062	886906	887127	-	1	hypothetical protein
Atu0897	Atu0897	NC_003062	887372	889471	-	1	protease II
Atu0898	Atu0898	NC_003062	889694	890095	+	1	hypothetical protein
Atu0899	Atu0899	NC_003062	890200	891108	+	1	dihydrodipicolinate synthase
Atu0900	Atu0900	NC_003062	891150	891896	+	1	hypothetical protein
Atu0901	Atu0901	NC_003062	892046	893182	+	1	6-O-methylguanine-DNA methyltransferase
Atu0902	Atu0902	NC_003062	893493	894653	-	1	hypothetical protein
Atu0903	Atu0903	NC_003062	894738	895598	-	1	hypothetical protein
Atu0904	Atu0904	NC_003062	895877	896287	+	1	hypothetical protein
Atu0905	Atu0905	NC_003062	896410	896730	+	1	dnaK suppressor protein
Atu0906	Atu0906	NC_003062	896956	897624	+	1	Hemolysin III
Atu0907	Atu0907	NC_003062	897727	898224	+	1	Phosphinothricin acetyltransferase
Atu0908	Atu0908	NC_003062	898311	898718	-	1	transcriptional regulator
Atu0909	Atu0909	NC_003062	898920	901289	+	1	Na+/H+ antiporter
Atu0910	Atu0910	NC_003062	901286	901705	+	1	Na+/H+ antiporter
Atu0911	Atu0911	NC_003062	901705	902082	+	1	Na+/H+ antiporter
Atu0912	Atu0912	NC_003062	902102	903679	+	1	Na+/H+ antiporter
Atu0913	Atu0913	NC_003062	903676	904155	+	1	Na+/H+ antiporter
Atu0914	Atu0914	NC_003062	904152	904538	+	1	Na+/H+ antiporter
Atu0915	Atu0915	NC_003062	904535	904867	+	1	Na+/H+ antiporter
Atu0916	Atu0916	NC_003062	905301	905729	+	1	transcriptional regulator
Atu0917	Atu0917	NC_003062	906032	906454	+	1	hypothetical protein
Atu0918	Atu0918	NC_003062	906447	907283	+	1	hypothetical protein
Atu0919	Atu0919	NC_003062	907305	907721	-	1	hypothetical protein
Atu0920	Atu0920	NC_003062	907934	908359	-	1	hypothetical protein
Atu0921	Atu0921	NC_003062	908847	910379	+	1	two component sensor kinase
Atu8087	Atu8087	NC_003062	910342	911262	+	1	putative peptidoglycan binding protein
Atu0922	Atu0922	NC_003062	911525	911881	+	1	hypothetical protein
Atu0923	Atu0923	NC_003062	911938	912882	-	1	hypothetical protein
Atu0924	Atu0924	NC_003062	913430	913624	+	1	hypothetical protein
Atu0925	Atu0925	NC_003062	913645	914193	-	1	hypothetical protein
Atu0926	Atu0926	NC_003062	914186	914773	-	1	hypothetical protein
Atu0927	Atu0927	NC_003062	914897	915505	-	1	LysE family transporter
Atu0928	Atu0928	NC_003062	915880	916785	+	1	transcriptional regulator, LysR family
Atu0929	Atu0929	NC_003062	917134	918441	-	1	amide hydrolase
